Country Name,Series Name,1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Montenegro,"Life expectancy at birth, total (years)",72.286,72.504,72.714,72.922,73.13,73.334,73.524,73.693,73.843,73.981,74.116,74.255,74.395,74.526,74.627,74.669,74.634,74.519,74.334,74.099,73.845,73.607,73.416,73.287,73.228,73.233,73.285,73.37,73.486,73.642,73.85,74.115,74.43,74.784,75.151,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,..
Montenegro,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.243528864,..,2.881422957,6.39750853,9.524046496,10.35841576,10.34944904,14.02212725,15.28247212,16.57445603,17.92693586,18.30935619,21.89835921,25.33079328,..
Montenegro,Mobile cellular subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.64451417,88.12912583,104.1791021,145.2655535,186.3825404,207.7518023,187.4174042,185.3778368,158.304749,158.6828345,161.701761,160.7592877,165.9184968,166.4651995,180.6938097,..
Montenegro,"School enrollment, secondary (gross), gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01295,1.0184,1.0327,1.03284,1.02454,1.16337,1.02767,1.02954,1.01939,1.02677,..,..,1.01688,1.01718,1.01328,1.01384,..
Montenegro,"Hospital beds (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2,4.3,4.2,4.2,4.2,4.2,4.1,4,3.9,3.9,4,4,4,..,..,..,..,..,..,..
Montenegro,"Physicians (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.8578,1.884,1.9129,1.9009,1.8547,1.9363,1.9517,1.9922,1.99,2.1117,2.1031,2.0439,2.0134,2.0387,2.1523,2.1861,2.3764,..,..,2.7557,..
Montenegro,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,12,11,11,10,9,9,8,8,8,7,7,7,6,6,6,6,6,..,..
Montenegro,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.797739983,1.018720031,0.924430013,1.241719961,1.148910046,..,..,..,0.404790014,..,0.374309987,0.363200009,..,..,..,..,..
Morocco,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.576829194,2.318356042,3.399324551,5.398079761,7.136099783,9.462374699,24.45461372,284.2785875,295.7328593,369.5735186
Morocco,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.003710492,0.005675444,0.021635203,0.142300767,0.175595345,0.693791245,1.371438101,2.373253192,3.353366681,11.60793477,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8,57.08,58.27123642,61.76221201,64.80386519,..
Morocco,"Government expenditure on education, total (% of GDP)",6.02712,6.08425,6.20183,6.31548,5.10486,5.68926,6.12268,6.17467,5.19013,5.10217,5.25928,5.16214,4.57782,4.75733,4.51049,4.30316,..,4.82497,..,4.73481,..,..,5.11554,5.14016,..,..,..,..,..,..,..,..,5.34215,5.26064,..,..,..,..,..,..,..,..,..,..
Morocco,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,30.2578,..,..,..,..,..,..,..,..,..,..,..,41.59411,..,..,..,..,..,..,..,..,..,52.30626,..,..,..,55.14792,56.08367,..,67.08416,69.42539,..,..,..,..,..,73.75001,..
Morocco,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.343638,14.8563,12.85311,14.27062,16.26653,18.23329,19.65266,21.34166,22.88165,24.24379,25.25386,26.03701,26.81087,27.18449,27.77418,..
Morocco,"Life expectancy at birth, total (years)",54.976,55.525,56.142,56.823,57.56,58.339,59.139,59.936,60.717,61.469,62.188,62.877,63.535,64.157,64.732,65.251,65.715,66.128,66.501,66.846,67.175,67.508,67.86,68.245,68.684,69.193,69.769,70.399,71.067,71.746,72.403,73.009,73.546,74.003,74.382,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,..
Morocco,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.006790072,0.009105901,0.214708752,0.818037796,1.272069575,1.531783497,1.563975508,1.501774855,1.559821081,1.815660024,2.07431284,2.503106638,2.9054768,3.31048391,3.574041694,3.87526241,4.309292493,..
Morocco,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0.000255894,0.000439265,0.00287408,0.003644065,0.005938147,0.012511957,0.025711901,0.051887421,0.109323282,0.156817216,0.268323369,0.41495255,1.297372681,8.133729629,16.38290509,21.04470828,24.71174383,31.00385739,40.69143563,51.95551274,64.27130717,72.34623057,79.2717969,98.88351218,111.5066406,117.3709565,125.8279977,129.0186985,124.279337,118.1848162,123.4247246,124.1715549,..
Morocco,"School enrollment, secondary (gross), gender parity index (GPI)",0.54149,0.56093,0.58916,0.61205,0.62528,0.63216,0.65246,0.67308,0.6834,0.68011,0.66766,0.67049,0.66258,0.66273,0.71599,0.72816,0.71977,0.72948,0.7326,0.74434,0.74707,0.75627,0.77278,0.78808,0.7991,0.80625,0.81134,0.82642,0.83728,0.85286,0.8663,0.8719,0.86793,0.86627,0.87077,0.86277,0.85407,..,..,..,..,0.8949,0.91497,..
Morocco,"Hospital beds (per 1,000 people)",..,..,..,..,..,1.228199959,..,..,..,1.266899943,..,..,..,..,1.289999962,..,..,..,1.112300038,..,..,0.980000019,..,..,1.1,0.9,1.1,0.8,0.9,0.9,0.9,0.9,1.1,1.1,1.1,0.9,0.9,0.9,1.1,..,..,..,..,..
Morocco,"Physicians (per 1,000 people)",..,..,..,..,..,0.054,0.064,..,..,..,..,0.217,0.214,..,..,..,..,0.214,0.363,..,..,0.46,..,..,..,0.483,..,..,0.531,..,..,0.5862,..,0.6477,0.62,..,..,0.632,0.9135,..,..,0.7308,..,..
Morocco,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188,174,162,152,142,131,121,113,106,99,92,86,81,78,76,74,72,70,..,..
Morocco,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.285600007,..,..,0.634729981,0.549549997,0.659089983,..,..,0.63568002,..,..,..,0.714540005,..,..,..,..,..,..,..,..,..
Namibia,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.607282925,11.12810723,29.16004491,33.13170749,42.66680742,63.06957006,78.45495477,119.4537758,149.4942316,146.7210256
Namibia,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,0.006172051,0.009032145,0.058750679,0.286745093,0.336217708,1.644739547,2.416979442,2.633699769,3.359839886,3.804715615,4.010046644,4.398870647,4.835610778,5.329003772,6.5,11.6,12,12.9414,13.9,14.84,25.68785182,31.03334594,51,..,..
Namibia,"Government expenditure on education, total (% of GDP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.21755,6.99139,7.04744,6.8992,6.27488,..,..,6.15646,..,6.48398,..,8.34961,..,..,..,3.10315,..,..,..,..,..
Namibia,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.81658,..,..,..,..,..,..,..,..,..,84.94426,..,..,..,..,..,76.48659,..,..,..,88.27463,..,..,..,..,..,..,91.52727,..
Namibia,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.735595,10.09328,30.383,42.61933,50.4375,51.86586,50.05477,54.00357,56.99691,58.44287,67.73752,70.21872,71.94527,..
Namibia,"Life expectancy at birth, total (years)",55.882,56.338,56.731,57.067,57.374,57.69,58.049,58.464,58.933,59.451,60.007,60.556,61.044,61.42,61.608,61.531,61.165,60.516,59.609,58.479,57.179,55.806,54.462,53.231,52.192,51.399,50.862,50.589,50.6,50.931,51.609,52.593,53.817,55.207,56.665,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,..
Namibia,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.006913203,0.010044047,0.012758446,0.01566022,0.022921188,0.445283674,0.816526004,1.095917,1.60017336,1.812773074,3.041508417,2.728659855,2.737788085,2.531061336,..
Namibia,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215005544,0.399428152,0.736146315,1.126100763,1.700816222,4.569337184,5.845349383,8.101438653,11.90298422,14.9965011,23.15701226,30.88524068,39.88359912,51.48297391,78.40180217,92.0334102,101.7525402,97.81527377,122.1358061,117.4872868,110.1478506,112.803281,111.552451,112.7023597,..
Namibia,"School enrollment, secondary (gross), gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22472,1.19951,1.20106,1.18753,1.17301,1.1455,1.13928,1.12167,1.12395,1.09145,1.09831,1.10862,1.09035,1.09682,1.1011,1.10609,1.1304,1.13791,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,"Hospital beds (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,..,..,2.7,..,..,..,..,..,..,..,..,..,..
Namibia,"Physicians (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.231,0.232,..,..,..,..,0.295,..,..,..,..,..,..,0.3135,..,..,0.3857,..,..,0.374,..,..,..,..,..,..,0.5914,0.4182,..
Namibia,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,348,352,356,359,358,346,328,306,284,276,266,256,240,231,223,217,207,195,..,..
Namibia,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.141650006,..,..,..,..,..,..,..,..,..
Netherlands,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2084.813637,3200.848448,4852.83106,5668.32607,7204.740134,9728.851778,24130.79407,70412.12761,100581.5238,130369.8469
Netherlands,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.334386942,0.531496128,1.320008028,1.967087737,3.257308831,6.47315766,9.649069145,14.0655114,22.24382769,39.17600725,43.98435137,49.37306211,61.29,64.35,68.52,81,83.7,85.82,87.42,89.63,90.72,91.41999576,92.85999236,93.9564,91.666666,91.72413793,90.4109589,93.19727891,94.71207372,..
Netherlands,"Government expenditure on education, total (% of GDP)",6.31229,6.18251,6.18442,6.09033,5.8928,5.74937,5.69501,5.50079,5.09011,5.47288,5.56155,5.89792,5.47146,..,5.22879,5.16165,..,4.75661,4.66325,4.57888,4.49419,..,4.54057,4.507,4.58512,4.69965,4.8059,5.04042,5.06297,5.1094,5.04402,4.88683,5.02905,5.43156,5.48909,5.46304,5.41022,5.52656,5.4589,5.34816,5.4796,..,..,..
Netherlands,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.37553,55.85892,60.72084,63.6951,64.09074,62.51922,57.78603,56.51499,54.54922,52.97342,53.63755,49.66835,47.5193,44.61766,41.14556,..
Netherlands,"Life expectancy at birth, total (years)",74.64707317,75.22146341,75.14512195,75.60609756,75.74317073,75.93439024,75.98853659,76.16414634,76.23317073,76.28463415,76.2704878,76.70512195,76.8902439,76.73414634,76.87804878,77,77.21707317,76.91658537,77.37512195,77.40463415,77.43560976,77.79439024,77.88292683,77.83658537,77.98780488,78.1902439,78.29268293,78.49268293,79.09512195,79.34634146,79.69756098,80.09756098,80.25121951,80.54878049,80.70243902,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,..
Netherlands,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.479497603,..,1.632531275,2.910455001,7.268405941,12.27088459,19.68419092,25.05016448,31.58253872,33.36230145,35.0372016,36.86312102,37.93701066,38.8214367,39.62638996,40.32415587,40.55640475,41.49775609,42.53368191,42.82610536,43.4167118,..
Netherlands,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,..,0.033071633,0.104824999,0.164820394,0.223364797,0.376631242,0.527882627,0.763383152,1.094563567,1.414723049,2.088603642,3.484646962,6.528197347,10.96740917,21.28207244,42.59701432,67.53028408,76.16377309,75.10697312,81.4766985,90.86900361,96.74251327,105.2061919,116.8316658,124.4982528,121.1869841,114.9619098,118.4674415,117.4201279,115.5757277,115.8027134,122.8506375,123.0177086,120.6250011,123.7312099,..
Netherlands,"School enrollment, secondary (gross), gender parity index (GPI)",0.91877,0.92172,0.93154,0.94155,0.9463,0.9537,0.96008,0.96396,0.9633,0.97325,0.95706,0.95364,0.93582,0.93597,0.9261,0.92569,0.93377,0.95423,0.93398,0.94794,0.94407,0.95758,0.96192,0.95389,0.95775,0.96783,0.97227,0.98536,0.984,0.98018,0.9814,0.97955,0.98102,0.98303,0.98631,0.98799,0.98292,..,..,1.01533,1.01659,1.01362,..,..
Netherlands,"Hospital beds (per 1,000 people)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.800000191,5.699999809,5.699999809,5.599999905,5.400000095,5.300000191,5.199999809,5.199999809,5.099999905,5,4.8,4.7,4.6,4.5,4.5,4.5,4.8,4.7,4.7,4.7,..,..,..,..,..,..,..,..,..,..
Netherlands,"Physicians (per 1,000 people)",1.7,1.7,1.8,1.8,..,..,..,..,..,..,..,..,..,..,2.5032,2.6,..,..,..,..,..,..,2.9,2.3768,2.4427,2.5193,2.5815,2.62,2.6469,2.6997,2.7791,2.7724,2.849,2.9057,2.9516,3.1243,3.2463,3.3058,3.3468,3.4917,3.547,3.6054,..,..
Netherlands,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,13,13,12,11,11,9,9,8,8,7,7,7,6,6,6,6,5,..,..
Netherlands,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.860700011,1.865419984,1.764350057,1.843129992,1.805559993,1.815619946,1.768849969,1.805510044,1.80727005,1.791030049,1.756700039,1.686339974,1.64309001,1.685400009,1.724750042,1.903059959,1.939450026,1.957939982,1.972800016,..,..,..,..,..
New Zealand,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1388.742042,2033.074818,2862.457748,3193.984827,3490.919573,3932.806754,6430.154266,14980.49605,17834.95146,20375.43217
New Zealand,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,0.285941241,0.631215367,3.168718848,4.88424078,8.041899368,14.6015244,31.63626081,41.49448266,47.37955654,53.24101529,59.08075328,60.96253987,61.84762781,62.72021237,69,69.76,72.03,79.7,80.46,81.23,81.64447018,82.78,85.5,88.22288882,88.47018635,90.81109307,..,..
New Zealand,"Government expenditure on education, total (% of GDP)",5.45474,4.45267,4.53253,4.46766,4.23265,4.44055,4.5327,..,4.04568,3.5463,3.43031,3.91739,4.42586,4.81824,..,..,..,..,5.92605,5.74213,6.38372,6.15722,..,6.63621,..,6.56049,6.40699,6.43753,6.51203,6.27896,5.95276,5.91594,5.50635,6.28114,7.00241,6.93655,7.15268,6.70205,6.3465,6.34016,6.44277,..,..,..
New Zealand,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.03749,62.25222,69.45661,69.64511,71.78926,72.56805,72.21916,76.37405,74.80649,72.36756,70.7037,69.27866,66.03923,65.88069,64.66215,..
New Zealand,"Life expectancy at birth, total (years)",72.42195122,72.16829268,73.0195122,73.06829268,72.82926829,73.62195122,73.72439024,73.77560976,74.37073171,73.82926829,74.12195122,74.17804878,74.42439024,74.82439024,75.37804878,76.03170732,76.12439024,76.43414634,76.88292683,76.73414634,76.78780488,77.33414634,78.08536585,77.8902439,78.63658537,78.69268293,78.84634146,79.14634146,79.54878049,79.85121951,80.04878049,80.15121951,80.35121951,80.70243902,80.70243902,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,..
New Zealand,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.120704877,0.441844832,1.097596239,2.063614523,4.697902529,7.762332375,11.23298091,20.1514465,21.38681277,23.6468959,24.98820383,26.65955745,28.46620209,29.12461284,30.87009666,31.44197505,32.84852868,33.66628144,34.72389862,..
New Zealand,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0.072491281,0.300048728,0.859874137,1.592032422,2.097981237,2.860257577,4.034267144,6.60175493,9.932145757,13.25675905,15.08916251,20.87752189,36.53620057,39.95854884,58.54757489,61.79340665,64.61848367,74.18321268,85.36147441,90.83592299,100.4290291,107.9904772,108.7123211,107.7787912,109.0823998,110.1498795,105.4771313,111.6577964,121.3557518,130.9219373,136.1113084,134.9319679,..
New Zealand,"School enrollment, secondary (gross), gender parity index (GPI)",1.01273,1.01535,..,1.0247,1.02157,1.02379,1.03303,1.02401,1.01804,1.02227,1.01021,1.0088,1.0049,1.00624,1.00394,1.00437,0.99305,1.00129,1.02478,0.98403,1.05133,1.04837,1.05949,1.05197,1.05862,..,1.10875,1.0986,1.05581,1.05557,1.04403,1.02461,1.04702,1.0288,1.04617,1.05647,1.0606,1.06852,1.06445,1.05923,1.06126,1.06379,..,..
New Zealand,"Hospital beds (per 1,000 people)",..,..,..,..,10.19999981,..,..,..,..,9.5,..,..,..,..,8.5,7.400000095,7.099999905,6.5,6.699999809,6.199999809,6.099999905,6.099999905,6.199999809,..,..,..,6.2,..,..,..,..,..,..,..,..,2.3,..,2.8,..,..,..,..,..,..
New Zealand,"Physicians (per 1,000 people)",1.3,1.4,1.4,1.5,1.6,1.6,1.6,1.7,1.7,1.7,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,2,2,2,2.2,2.2,2.2,..,2.3099,2.0665,2.2,..,2.7942,2.8402,2.91,2.9793,3.0477,3.0658,3.1731,3.1957,3.2303,3.2374,3.2961,3.3833,3.4728,3.5898,..
New Zealand,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,11,12,12,11,11,11,11,10,11,11,10,10,9,10,10,10,9,..,..
New Zealand,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.056489944,..,0.963869989,..,1.100289941,..,1.147480011,..,1.117110014,..,1.161139965,..,1.261569977,..,1.248219967,..,1.171609998,..,..,..,..,..,..
Nigeria,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.643520143,0.952058797,1.734151398,2.223958838,2.993114103,3.549790544,47.39721608,222.8127116,184.2095617,74.81951993
Nigeria,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,0.00883298,0.017237401,0.025231461,0.041038723,0.064080808,0.08990137,0.320461976,0.558576245,1.286137641,3.549155718,5.545036083,6.77,8,9.3,11.5,13.8,16.1,19.1,21,36,25.67,42,..,..
Nigeria,"Government expenditure on education, total (% of GDP)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.44675,..,..,..,..,..,..,..,..,..,..,..,54.77318,..,..,..,..,51.07766,..,..,..,..,..,..,..,..,..,62.01601,..
Nigeria,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6800865,1.77997,4.476479,8.640956,11.46287,11.2249,11.94224,11.49132,13.3094,16.18453,16.20686,16.73282,16.32197,16.92304,..
Nigeria,"Life expectancy at birth, total (years)",43.647,44.104,44.547,44.963,45.333,45.637,45.867,46.023,46.106,46.127,46.101,46.048,45.99,45.939,45.9,45.875,45.857,45.845,45.843,45.854,45.88,45.923,45.994,46.103,46.267,46.51,46.835,47.242,47.72,48.252,48.812,49.373,49.913,50.422,50.896,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,..
Nigeria,Fixed broadband subscriptions (per 100 people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000360062,..,0.036622939,0.045102928,0.053107426,0.062527445,..,0.008538601,0.008759019,0.008922653,0.008660826,0.058039826,0.058066808,0.037761388,..
Nigeria,Mobile cellular subscriptions (per 100 people),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008811036,0.012156473,0.012042798,0.012650359,0.013220791,0.017193983,0.020962592,0.024533084,0.212498925,1.220138319,2.38776189,6.759666327,13.38494067,22.67615103,27.60394789,41.91698278,48.28660058,55.07635849,58.45475445,67.43921445,74.08115012,78.77348827,83.26830849,82.99740158,75.92482161,88.18424125,..
Nigeria,"School enrollment, secondary (gross), gender parity index (GPI)",..,0.48282,0.53373,0.5161,0.46892,0.51265,0.55032,0.41477,0.35,..,0.71641,0.77807,..,0.7867,0.77162,..,..,..,..,..,..,..,..,0.90671,0.84056,0.83245,0.76169,..,0.79839,0.83076,0.81556,0.77038,0.83375,0.86917,0.87359,0.85296,0.91107,0.90991,0.89307,0.91503,0.90317,..,..,..
Nigeria,"Hospital beds (per 1,000 people)",..,..,..,..,0.86619997,..,..,..,..,..,..,..,6.370299816,..,1.668200016,..,..,..,..,..,..,..,..,..,1.2,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,"Physicians (per 1,000 people)",..,..,..,..,0.113,..,0.149,..,..,0.192,0.187,..,..,0.192,..,..,0.185,0.192,..,..,..,..,..,..,0.269,..,..,0.2648,..,0.2824,0.3481,0.3784,0.3762,0.3782,0.1836,..,..,0.3828,..,..,0.4494,..,0.3806,..
Nigeria,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1200,1200,1180,1170,1130,1080,1040,1010,996,987,978,972,963,951,943,931,925,917,..,..
Nigeria,Research and development expenditure (% of GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.218960002,..,..,..,..,..,..,..,..,..,..,..,..
Norway,Secure Internet servers (per 1 million people),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1557.293426,2333.89756,3000.055992,3211.261938,3571.378517,4093.96973,7003.508823,14572.57273,20886.24895,36180.95789
Norway,Individuals using the Internet (% of population),..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.707299448,1.407395158,2.216365832,2.783990846,4.152450292,6.423220493,18.25031077,20.41788144,22.56011255,40,52,64,72.84,78.13,77.69,81.99,82.55,86.93,90.57,92.08,93.39,93.48998265,94.64997805,95.0534,96.3,96.8103,97.29820367,96.3576013,96.49165799,..
Norway,"Government expenditure on education, total (% of GDP)",6.1636,5.97281,6.44435,..,5.78015,5.54364,5.67885,5.6463,5.42937,5.25567,5.53983,5.78807,5.86597,6.29986,6.31038,6.37322,6.63614,7.67664,7.83043,7.69579,7.13815,7.30354,7.36069,6.96642,6.46468,6.82941,7.44132,7.4198,7.30252,6.86868,6.38566,6.53203,6.28108,7.09544,6.74046,6.44743,7.36425,7.47476,7.68074,7.55247,7.9761,..,..,..
Norway,"Literacy rate, adult total (% of people ages 15 and above)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Norway,"Automated teller machines (ATMs) (per 100,000 adults)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.13807,58.76397,59.92979,59.78398,59.22472,57.59967,55.24616,54.46647,52.7179,50.47543,48.30493,45.81107,39.03408,36.41347,34.55014,..
Norway,"Life expectancy at birth, total (years)",75.0395122,75.38682927,75.41853659,75.41390244,75.67170732,75.86902439,76.01097561,76.06682927,76.22439024,75.91682927,76.24121951,76.08170732,76.2204878,76.5004878,76.53731707,76.98073171,77.18439024,77.15170732,77.6897561,77.73658537,78.1504878,78.14268293,78.32926829,78.28292683,78.63414634,78.78536585,78.98780488,79.3902439,79.84146341,80.04146341,80.34390244,80.39512195,80.59268293,80.79512195,80.99756098,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,..
